eID,dID,efID,elID,jID,MonthlyIncome,DailyRate,HourlyRate,MonthlyRate,JobSatisfaction,JobInvolvement,PerformanceRating,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear,DistanceFromHome,Attrition,OverTime
293,1,4,4,7,2789,444,84,3909,2,3,3,2,2,2,2,2,1,5,5,No,0
294,1,4,3,1,5828,950,48,8450,4,2,3,3,8,7,7,4,1,0,4,Yes,1
295,2,3,4,2,2326,889,53,11411,4,3,3,2,4,2,1,2,1,3,9,No,1
296,1,4,4,1,13525,555,77,14864,2,3,3,4,20,4,4,8,5,2,26,No,0
297,2,1,4,3,1420,230,54,25233,3,3,3,3,0,0,0,0,1,2,3,Yes,0
298,1,4,4,1,8020,1232,96,5100,2,3,3,2,11,9,6,9,0,3,16,No,0
299,2,1,3,3,3688,566,81,7122,4,4,3,3,1,0,0,0,4,2,18,No,0
300,2,3,4,4,5482,1302,84,16321,2,1,3,3,4,1,1,2,5,3,2,No,0
301,1,1,3,6,16015,334,88,15896,2,3,3,3,22,10,0,4,1,2,2,No,0
302,1,3,4,7,1200,812,69,9724,3,2,3,3,0,0,0,0,1,2,10,No,0
303,2,3,1,5,5661,1476,68,4824,1,4,3,3,8,3,0,7,0,2,16,No,0
304,1,5,4,1,6929,218,100,12241,4,4,3,2,8,7,7,7,4,3,7,No,0
305,2,3,4,5,9613,1132,48,10942,4,4,3,2,18,10,3,7,0,5,1,No,0
306,2,1,3,3,5674,1105,47,6927,2,3,3,3,9,8,0,8,7,3,24,No,0
307,1,1,4,1,5484,906,91,16985,3,2,3,2,13,8,4,8,1,3,7,No,0
308,2,1,1,8,12061,849,81,26707,2,2,3,3,10,8,0,1,3,2,25,No,0
309,2,1,3,5,5660,390,32,17056,3,1,3,3,5,3,1,2,2,2,1,No,1
310,2,5,3,2,4821,691,86,10077,4,3,3,3,5,2,0,3,0,4,5,No,1
311,3,6,4,9,6410,106,62,17822,1,2,3,3,2,2,1,0,3,1,2,No,0
312,2,1,4,3,5210,1249,97,20308,1,3,3,3,24,9,9,11,1,2,7,No,0
313,2,1,3,2,2695,192,32,7747,4,3,3,1,2,2,2,2,0,2,2,No,1
314,2,1,3,6,11878,553,74,23364,2,3,3,3,10,6,8,8,6,2,5,No,0
315,2,3,2,6,17068,117,99,5355,1,3,3,3,21,9,11,10,1,3,10,No,1
316,2,1,3,3,2455,185,33,10675,4,3,3,3,8,7,1,7,0,5,10,No,0
317,2,5,1,5,13964,1091,90,17810,3,2,3,3,7,1,0,7,7,2,1,No,1
318,2,3,3,2,4941,723,85,17747,2,2,3,2,8,2,7,7,2,3,8,Yes,0
319,2,1,4,2,2478,1220,85,20938,2,3,3,2,4,3,1,2,1,2,5,No,1
320,1,5,1,1,5228,588,65,24624,2,2,3,3,13,12,11,9,1,2,8,No,1
321,1,1,4,1,4478,1377,74,5242,3,3,3,3,5,4,0,4,1,3,2,No,1
322,1,4,4,1,7547,691,73,7143,4,3,3,3,7,7,1,7,4,3,7,No,0
323,2,3,3,2,5055,1018,74,10557,4,4,3,2,7,7,0,7,7,0,2,No,0
324,2,3,3,2,3464,1157,84,24737,4,1,3,2,3,2,2,2,5,4,2,Yes,1
325,2,3,1,2,5775,1275,64,11934,4,3,3,3,10,8,1,9,1,2,28,No,0
326,2,1,1,4,8943,798,48,14034,3,2,4,3,10,9,8,9,1,2,7,No,0
327,2,3,1,6,19272,672,54,21141,4,2,3,3,21,9,13,3,1,2,7,No,0
328,1,3,1,1,5238,1162,41,17778,3,3,3,2,1,0,0,0,4,3,3,Yes,1
329,1,4,4,1,4682,508,46,4317,4,2,3,2,7,7,0,1,3,6,10,No,0
330,2,1,5,8,18300,1482,42,16375,3,3,3,3,3,2,1,1,4,2,5,No,0
331,2,1,3,3,5257,559,82,6227,3,2,3,4,9,7,0,0,1,3,10,No,0
332,1,4,2,1,6349,210,73,22107,2,3,3,3,5,4,1,4,0,0,1,No,1
333,2,1,3,2,4869,928,31,16885,3,3,3,2,4,3,0,3,3,4,20,No,0
334,2,1,4,5,9985,1001,43,9262,1,3,3,2,1,0,0,0,8,1,7,No,0
335,2,2,3,2,3697,549,75,9278,4,3,3,3,10,9,9,8,9,3,8,No,0
336,1,3,1,1,7457,1124,57,13273,4,1,4,2,4,3,0,2,2,2,1,No,1
337,2,2,3,3,2119,318,77,4759,1,1,3,2,7,7,0,7,1,4,8,Yes,1
338,2,2,5,3,3983,738,30,7621,4,2,3,3,3,2,2,2,0,2,9,No,0
339,1,4,4,1,6118,570,30,5431,3,2,3,3,10,9,1,2,1,2,5,No,0
340,1,4,3,1,6214,1130,56,3415,2,3,3,3,8,7,0,7,1,3,8,No,0
341,2,3,1,4,6347,1192,61,23177,4,3,3,2,6,2,0,4,7,2,5,No,0
342,2,1,1,8,11510,343,92,15682,4,2,3,3,11,10,2,9,0,3,15,No,1
343,2,3,3,4,7143,1232,39,25713,4,3,3,2,11,9,4,10,1,2,7,No,1
344,1,4,2,1,8268,144,39,11866,2,2,3,3,7,7,1,7,1,2,10,No,1
345,2,5,3,4,8095,1296,62,18264,2,3,3,3,16,6,0,13,0,5,5,No,0
346,2,1,2,2,2904,1309,83,16092,4,3,3,2,4,2,0,2,1,2,26,No,0
347,2,3,4,4,6032,483,95,10110,2,2,3,3,5,4,1,2,6,3,6,No,1
348,1,3,2,7,2976,1309,99,25751,3,3,3,3,0,0,0,0,3,3,4,No,0
349,2,1,5,8,15992,810,44,15901,4,3,3,3,1,0,0,0,2,2,23,No,0
350,1,1,4,1,4649,746,61,16928,3,3,3,2,4,3,0,2,1,3,2,No,0
351,3,5,2,9,2696,544,52,24017,3,3,3,3,3,2,1,0,0,5,2,No,1
352,2,3,4,3,2370,1062,75,3956,2,3,3,3,8,0,0,7,1,4,2,No,0
353,1,3,2,6,12504,530,91,23978,3,3,4,1,0,0,0,0,3,3,29,No,0
354,2,3,4,2,5974,1319,51,17001,1,4,3,3,7,7,6,7,4,2,6,No,1
355,1,5,1,1,4736,641,85,6069,3,3,3,4,2,2,2,2,7,2,25,No,1
356,1,1,4,1,5296,933,57,20156,3,3,3,3,8,7,7,7,1,3,1,No,0
357,2,2,3,5,6781,1332,98,17078,4,2,4,3,1,0,0,0,3,6,2,No,0
358,1,5,2,7,2174,756,99,9150,2,2,3,3,3,2,1,2,1,3,1,Yes,1
359,1,3,5,1,6653,845,45,15276,4,3,3,3,1,0,0,0,4,6,1,No,0
360,1,3,3,1,9699,541,48,7246,4,2,3,3,13,9,1,12,4,2,3,No,0
361,2,3,3,5,6755,593,88,2967,3,3,3,3,3,2,1,2,2,2,1,No,0
362,2,1,3,3,2213,1171,46,22495,3,4,3,3,7,7,1,7,3,3,10,No,1
363,1,3,1,7,2610,895,39,2851,4,3,4,2,3,2,2,2,1,3,9,No,0
364,1,4,4,7,2851,350,34,9150,3,3,3,3,1,0,0,0,1,2,5,Yes,1
365,2,3,4,3,3452,921,98,17663,1,3,4,3,5,4,0,3,6,3,10,No,0
366,2,3,3,4,5258,1144,30,16044,3,3,3,4,1,0,0,0,2,2,7,No,0
367,1,4,4,1,9355,143,56,9558,2,3,3,3,8,7,7,7,1,5,4,Yes,0
368,2,5,4,5,10496,1046,100,2755,4,2,3,3,4,3,1,3,6,2,10,No,0
369,1,4,1,1,6380,575,68,6110,3,2,3,3,6,4,1,0,2,6,22,Yes,1
370,2,1,3,2,2657,408,42,7551,2,2,3,3,2,2,2,2,0,5,9,No,1
371,1,1,4,7,2716,156,90,25422,2,4,3,3,1,0,0,0,1,0,12,Yes,0
372,2,1,4,2,2201,1283,54,18168,4,3,3,3,3,2,1,2,9,4,23,No,0
373,2,1,3,5,6540,755,97,19394,2,2,3,3,1,1,0,0,9,5,9,No,0
374,2,3,1,3,3816,1469,82,17881,2,3,3,3,5,2,0,4,1,2,1,No,0
375,1,1,3,1,5253,304,92,20750,4,3,3,3,7,5,0,7,1,1,9,No,0
376,2,2,4,5,10965,1261,31,12066,3,2,4,3,5,2,0,0,8,2,7,No,0
377,1,1,1,1,4936,1178,87,14862,4,3,3,2,7,7,0,7,4,2,14,No,0
378,2,1,4,2,2543,329,96,11868,3,3,3,3,2,2,2,2,4,3,2,No,0
379,1,4,4,1,5304,1362,67,4652,4,4,3,2,5,2,0,4,8,3,19,Yes,1
380,2,1,4,6,16659,1311,97,23258,4,3,3,3,5,4,1,2,2,2,2,No,1
381,1,4,3,1,4260,1371,77,5915,3,3,3,4,5,2,0,3,1,2,10,No,1
382,1,5,2,7,2476,202,72,17434,2,3,3,3,1,0,0,0,1,3,2,No,0
383,2,5,2,2,3102,575,73,6582,1,3,4,3,6,4,0,4,0,2,3,Yes,0
384,2,3,4,2,2244,253,43,24440,2,3,3,3,2,1,1,2,1,1,11,No,0
385,1,3,1,1,7596,164,61,3809,3,2,3,3,10,9,9,0,1,2,2,No,0
386,2,5,4,2,2285,464,40,3427,4,3,4,3,1,0,0,0,9,4,4,Yes,1
387,2,1,4,3,3034,1107,95,26914,1,3,3,2,18,7,12,17,1,2,14,No,0
388,1,4,1,1,5715,759,46,22553,2,3,3,3,5,4,1,3,7,5,2,No,0
389,2,1,3,3,2576,201,95,20490,1,3,3,3,5,2,1,2,3,5,1,No,0
390,2,1,3,4,4197,1305,49,21123,2,3,3,2,1,0,0,1,2,2,10,No,1
391,2,1,4,8,14336,982,59,4345,2,2,3,3,25,10,3,9,1,3,12,No,0
392,2,3,4,3,3448,555,78,13436,3,2,4,3,1,0,0,0,6,3,2,No,0
393,2,3,1,8,19406,821,86,8509,1,3,3,2,4,2,1,2,4,4,5,No,0
394,1,4,3,1,6538,1381,72,12740,3,3,3,3,3,2,1,2,9,3,4,No,0
395,2,3,1,4,4306,480,31,4156,1,3,3,1,13,10,3,12,1,5,7,No,0
396,2,3,4,3,2258,313,61,15238,4,3,4,3,3,2,1,2,7,1,21,No,0
397,2,2,3,5,4522,1473,74,2227,3,3,3,3,5,2,0,2,4,3,8,No,1
398,1,1,1,1,4487,891,99,12090,4,2,3,3,5,4,1,3,1,3,4,No,1
399,2,3,5,2,4449,1063,72,23866,3,3,3,3,13,11,10,7,3,2,25,No,1
400,2,1,1,3,2218,329,98,16193,1,2,3,3,4,2,3,2,1,3,1,No,0
401,2,1,2,6,19197,1218,52,8213,3,3,3,3,21,8,1,6,1,3,1,No,1
402,1,1,4,1,13212,906,86,18256,1,4,3,2,7,7,7,7,9,0,6,No,0
403,1,5,4,1,6577,1082,83,19558,3,3,3,3,5,4,4,4,0,6,12,No,0
404,1,4,4,1,8392,645,49,19566,1,4,3,3,10,7,0,7,1,2,1,No,0
405,2,3,1,3,4558,1300,79,13535,1,3,3,3,10,0,1,8,1,2,17,No,0
406,2,3,4,3,4031,688,91,9396,1,3,3,3,2,2,0,2,5,5,3,Yes,0
407,2,3,4,4,7969,319,39,19609,3,2,3,3,5,4,0,4,2,4,3,No,1
408,2,1,1,2,2654,192,69,9655,4,3,4,2,2,2,0,2,3,3,10,No,0
409,2,1,1,6,16555,1490,30,10310,4,3,3,1,5,2,1,4,2,2,4,No,0
410,2,1,1,2,4556,532,92,12932,3,3,3,3,5,4,0,2,2,3,29,No,0
411,2,1,4,4,6091,317,43,24793,4,1,4,3,5,4,0,2,2,2,2,No,0
412,2,1,4,6,19566,422,41,3854,1,3,3,1,29,8,11,10,5,5,7,No,0
413,2,3,4,4,4810,1485,87,26314,3,3,3,2,10,7,0,8,2,5,18,No,0
414,2,5,3,5,4523,1368,88,4386,4,2,3,4,6,5,0,4,0,4,28,No,0
415,1,5,2,7,3202,1448,62,21972,2,3,3,3,5,3,1,4,1,4,1,Yes,1
416,1,4,1,7,2351,296,33,12253,3,1,3,2,2,2,1,0,0,3,6,Yes,0
417,2,1,1,3,1702,1490,42,12106,4,3,4,3,1,0,0,0,1,3,2,No,1
418,1,1,3,6,18041,1398,79,13022,3,3,3,3,20,15,1,12,0,2,2,No,0
419,2,1,4,2,2886,1349,90,3032,4,3,4,1,3,2,0,2,1,3,23,No,0
420,2,1,4,3,2097,1400,53,16734,4,3,3,1,5,3,1,4,4,3,3,No,0
421,2,3,3,8,11935,986,93,21526,3,2,3,3,10,2,0,7,1,2,3,No,0
422,2,5,5,2,2546,408,71,18300,2,2,3,4,2,2,1,1,5,2,25,Yes,0
423,3,5,1,9,2564,489,52,18437,4,2,3,4,1,0,0,0,1,3,2,Yes,0
424,1,2,3,1,8412,1398,69,2890,1,3,3,3,9,8,7,8,0,3,22,No,0
425,1,4,4,6,14118,210,56,22102,4,2,3,2,1,0,0,0,3,3,29,No,0
426,2,1,3,6,17046,1099,88,9314,3,2,3,3,27,10,15,7,0,2,29,No,0
427,2,3,4,3,2564,1116,49,7181,4,3,3,2,11,7,6,7,0,2,2,No,0
428,1,4,4,1,10266,1499,80,2845,1,2,3,4,18,13,13,11,4,5,28,No,0
429,2,3,1,4,5070,983,65,7389,4,3,3,3,5,0,0,4,5,2,2,No,0
430,2,1,4,8,17861,1009,51,2288,3,3,3,1,3,2,0,1,6,2,2,No,0
431,2,1,4,3,4230,144,46,19225,3,1,3,3,5,4,4,3,0,2,22,No,0
432,2,1,3,3,3780,548,42,23428,3,3,3,3,1,0,0,0,7,3,8,No,0
433,2,1,3,2,2768,1303,62,8416,3,2,3,3,7,3,5,7,3,3,2,No,0
434,1,4,4,1,9071,1125,94,11563,4,2,3,3,3,2,1,2,2,3,10,No,1
435,2,1,2,4,10648,1274,33,14394,2,3,4,4,13,8,0,8,1,6,9,No,0
436,2,3,2,6,13610,1277,56,24619,3,3,3,4,7,6,7,7,7,2,15,Yes,1
437,2,3,2,3,3408,587,38,6705,4,1,3,3,4,3,1,3,7,2,10,Yes,0
438,1,4,2,7,2983,413,57,18398,2,3,3,3,3,2,1,2,0,3,7,No,0
439,2,1,4,5,7632,1276,72,14295,3,3,3,3,8,7,0,0,4,2,16,No,1
440,2,1,4,5,9824,534,66,22908,3,3,3,3,1,0,0,0,3,2,20,Yes,0
441,3,6,4,9,9950,988,43,11533,1,3,3,3,3,2,0,2,9,2,23,Yes,1
442,2,2,1,3,2093,1474,97,9260,3,3,3,3,2,2,2,0,4,4,5,No,0
443,1,3,3,1,9980,635,32,15318,4,3,3,2,10,3,9,7,1,3,10,No,0
444,2,5,2,3,3894,1368,99,9129,3,2,3,3,2,2,1,2,5,3,4,Yes,0
445,1,4,5,1,4051,163,37,19658,4,3,3,3,9,7,6,7,2,2,2,No,0
446,1,1,5,6,16835,1117,83,9873,2,3,4,3,10,9,7,7,3,2,18,No,0
447,1,1,1,1,6230,267,56,13430,4,3,3,3,14,3,1,10,7,3,10,No,0
448,1,4,4,1,4717,619,85,18659,3,3,3,3,11,9,6,9,9,2,1,No,0
449,2,1,4,4,13237,302,75,20364,3,3,3,3,20,6,5,13,7,3,6,No,0
450,2,1,2,3,3755,443,48,17872,3,3,3,3,8,3,0,7,1,3,8,No,0
451,1,1,2,1,6582,828,77,8346,4,3,3,4,6,5,0,5,4,2,2,No,1
452,2,3,4,4,7406,319,56,6950,1,3,4,2,10,9,5,8,1,5,24,No,1
453,1,2,4,1,4805,561,61,16177,2,3,3,4,8,7,3,7,0,3,2,No,0
454,3,1,3,9,2741,426,58,22808,3,3,3,2,7,7,1,0,0,2,17,Yes,1
455,2,5,4,4,4262,232,34,22645,4,3,3,4,3,2,1,2,4,2,19,No,0
456,2,3,5,8,16184,922,95,22578,3,4,3,3,6,1,0,5,4,2,1,No,0
457,1,1,4,6,11557,688,44,25291,4,2,4,2,5,4,0,1,9,3,7,No,0
458,1,4,4,7,1878,1306,69,8059,2,3,3,3,0,0,0,0,1,3,5,Yes,1
459,1,2,4,1,10932,1094,58,11373,1,1,3,3,1,0,0,1,3,2,28,No,0
460,2,2,3,5,6811,509,62,2112,3,2,3,3,8,7,0,7,2,3,2,No,1
461,1,3,1,1,4306,775,45,4267,3,3,3,3,0,0,0,0,5,5,29,No,0
462,1,3,4,1,4859,195,80,6698,3,3,3,3,5,4,0,3,1,3,1,No,0
463,1,1,3,1,5337,258,74,19921,4,4,3,3,10,7,5,7,1,3,21,No,0
464,2,5,4,3,2340,471,66,23213,4,1,3,1,1,0,0,0,1,3,24,Yes,1
465,2,5,4,4,7491,799,59,23848,4,3,3,4,6,5,1,2,4,3,1,No,0
466,2,3,2,5,10527,1034,86,8984,3,3,3,2,2,2,1,2,5,3,18,No,0
467,1,1,5,6,16595,1276,91,5626,1,3,3,3,18,16,11,8,7,2,2,No,0
468,1,3,3,1,8834,142,69,24666,2,3,3,3,9,5,7,7,1,6,9,No,0
469,2,5,1,2,5577,956,78,22087,1,3,3,3,10,9,6,9,3,3,6,No,1
470,1,2,3,1,4707,1474,60,23914,3,4,3,3,4,2,1,2,8,2,11,Yes,0
471,1,3,4,7,2400,535,38,5530,4,3,3,3,2,2,2,1,0,3,24,No,0
472,2,3,4,5,9824,1495,76,22174,3,3,3,3,1,0,0,0,3,4,10,No,0
473,2,1,3,4,6447,446,65,15701,2,3,3,2,6,5,4,3,6,2,1,No,0
474,2,1,3,8,19502,1245,58,2125,3,2,3,3,31,9,0,9,1,5,18,No,1
475,2,3,4,2,2725,691,89,21630,4,4,3,3,6,5,1,4,1,3,23,No,1
476,1,4,1,1,6272,703,66,7428,2,3,4,4,5,3,1,4,1,5,28,No,0
477,2,2,1,3,2127,823,94,9100,2,2,4,3,1,0,0,0,1,2,17,No,0
478,3,3,4,6,18200,1246,99,7999,2,3,3,3,32,5,10,7,1,2,3,No,0
479,1,3,2,7,2096,622,40,26376,3,3,3,3,7,4,0,6,1,1,13,No,0
480,2,1,4,3,2886,1287,55,14168,3,3,3,3,6,3,1,2,1,4,7,Yes,1
481,1,1,3,7,2033,448,74,14470,1,2,3,4,1,0,0,0,1,2,12,Yes,0
482,2,1,1,2,3622,254,83,22794,4,2,3,3,6,5,1,3,1,3,1,No,1
483,1,3,3,1,4233,1365,46,11512,1,3,3,1,3,1,1,2,2,2,13,Yes,0
484,2,2,1,3,3681,538,54,14004,4,2,3,3,3,2,0,2,4,3,25,No,0
485,1,3,3,1,5460,525,66,6219,4,4,4,4,7,7,5,7,4,4,6,No,0
486,2,3,3,2,2187,798,66,5013,3,2,3,2,5,3,0,3,0,5,6,No,0
487,1,4,4,1,9602,558,75,3010,3,3,3,2,3,0,1,0,4,3,2,No,1
488,2,1,4,2,2836,959,83,11757,2,2,3,4,1,0,0,0,1,0,1,No,0
489,2,1,3,5,4089,622,81,5718,4,3,3,3,10,2,2,2,1,4,2,No,0
490,2,2,3,8,16627,782,50,2671,4,2,3,2,1,0,0,0,4,3,6,No,1
491,2,1,2,2,2619,362,43,14561,1,3,3,2,0,0,0,0,3,3,1,No,0
492,2,3,5,3,5679,1001,72,19627,3,3,3,3,8,7,4,7,3,3,9,No,1
493,2,1,3,6,15402,1236,40,17997,1,2,3,1,3,2,0,2,7,3,1,No,0
494,3,1,3,9,5985,1112,50,26894,3,2,3,4,2,2,0,2,4,1,1,No,0
495,1,5,4,7,2579,204,31,2912,3,3,3,3,8,2,0,6,1,3,14,No,1
496,1,4,2,7,3041,1420,85,16346,1,3,3,3,4,3,0,2,0,3,2,Yes,0
497,1,5,2,7,3447,1343,49,24444,3,3,3,3,3,2,1,2,1,2,22,No,0
498,2,2,3,6,19513,1315,35,9358,4,3,3,4,2,2,0,1,4,2,3,No,1
499,2,3,2,2,2773,604,69,12145,3,3,4,3,2,2,2,2,0,3,6,No,0
500,1,4,3,1,7104,1216,39,20431,3,3,3,3,5,0,1,2,0,3,8,No,0
501,2,1,3,2,6322,646,92,18089,4,3,3,2,6,4,0,5,1,2,9,No,1
502,2,3,4,2,2083,160,71,22653,3,3,4,3,1,0,0,0,1,2,3,No,0
503,1,3,2,1,8381,238,34,7507,1,3,4,4,14,7,8,10,7,2,1,No,0
504,2,1,5,2,2691,1397,42,7660,4,3,3,2,10,9,8,8,1,4,1,No,0
505,1,1,3,1,4286,306,100,5630,1,3,3,3,1,1,0,0,2,4,26,Yes,0
506,2,1,4,3,2659,991,71,17759,4,3,3,3,3,2,0,2,1,2,6,No,1
507,2,2,4,4,9434,482,36,9606,3,3,3,3,10,7,7,8,1,2,3,No,0
508,1,3,1,1,5561,1176,62,3487,3,3,3,2,6,0,1,2,1,5,3,No,0
509,2,1,3,2,6646,1017,82,19368,4,1,3,3,17,11,11,8,1,3,6,No,0
510,2,1,4,5,7725,1296,30,5335,4,3,4,1,13,11,4,7,3,2,6,No,0
511,3,3,3,9,10725,397,88,6729,2,3,3,4,9,7,7,1,2,1,19,No,0
512,2,3,1,4,8847,913,48,13934,2,2,3,3,3,2,0,2,2,2,9,No,1
513,2,3,3,2,2045,1115,54,15174,4,2,3,3,4,2,1,1,0,0,3,No,0
514,2,3,2,2,1009,1362,32,26999,3,3,3,3,1,0,1,1,1,5,10,Yes,1
515,2,1,4,2,3348,1076,70,3164,1,3,3,3,10,8,9,7,1,3,3,Yes,1
516,2,1,4,3,1281,727,41,16900,3,2,3,3,1,0,0,0,1,3,3,No,0
517,2,3,4,2,2819,885,58,8544,1,4,3,4,3,2,0,2,2,3,4,No,0
518,1,1,4,1,4851,810,57,15678,2,4,4,3,3,2,1,2,0,4,8,No,0
519,1,4,3,1,4028,243,46,7791,4,2,4,3,7,7,0,5,0,2,7,No,0
520,2,1,3,2,2720,806,76,18959,4,1,3,3,10,7,2,8,1,5,1,No,0
521,1,4,2,1,8120,817,56,18597,2,4,3,3,2,2,2,2,3,3,2,No,0
522,1,3,2,1,4647,1410,71,16673,4,4,4,3,6,5,0,4,1,3,3,No,1
523,2,1,1,2,4680,1225,80,15232,4,4,3,3,1,0,0,0,3,2,10,No,0
524,2,3,2,3,3221,1207,74,3297,3,4,3,3,20,8,3,8,1,3,28,No,1
525,2,3,4,5,8621,1442,46,17654,2,2,3,4,8,7,7,7,1,3,9,No,0
526,1,1,1,1,4577,693,65,24785,3,3,3,3,2,2,2,0,9,3,3,Yes,0
527,2,5,3,5,4553,408,80,20978,3,2,3,3,20,7,11,10,1,4,2,No,0
528,1,4,4,1,5396,929,55,21703,4,3,3,2,10,7,0,8,1,2,10,No,0
529,1,5,1,1,6796,562,50,23452,3,3,3,3,4,3,1,3,3,4,8,Yes,1
530,2,1,3,5,7625,827,33,19383,4,4,3,2,9,7,1,8,0,4,1,No,0
531,2,1,1,4,7412,608,68,6009,1,3,3,3,9,7,0,7,1,3,1,No,0
532,2,1,1,8,11159,1018,39,19373,4,3,3,3,7,7,7,7,3,6,3,No,0
533,1,4,3,1,4960,703,42,11825,1,3,3,3,7,7,1,7,2,2,14,No,0
534,1,1,3,1,10475,580,48,23772,1,2,4,3,18,13,1,12,5,2,5,No,1
535,2,1,4,8,14814,970,59,13514,3,4,3,3,5,1,1,3,3,3,7,No,0
536,3,6,3,6,19141,427,73,8861,4,2,3,2,21,6,12,6,3,2,10,No,0
537,1,4,3,1,5405,1179,84,11924,1,3,3,3,2,2,2,2,8,1,16,No,0
538,2,1,1,4,8793,294,32,4809,1,3,4,2,9,7,1,7,1,4,10,No,0
539,3,6,4,6,19189,314,59,19562,3,2,3,3,22,7,2,10,1,3,1,No,0
540,1,4,3,7,3875,316,54,9983,2,3,3,3,2,2,2,2,7,2,8,No,0
541,2,1,1,2,2216,654,67,3872,2,1,3,3,7,7,3,7,7,4,1,Yes,1
542,2,1,4,8,11713,427,63,20335,1,4,3,3,8,7,0,5,9,2,8,No,0
543,2,1,4,4,7861,168,81,15397,3,3,3,4,1,0,0,0,4,4,1,No,1
544,2,3,4,3,3708,381,49,2104,3,1,3,3,5,2,1,4,2,5,24,No,0
545,1,3,4,1,13770,217,49,10225,3,3,3,2,22,2,11,13,9,2,3,No,1
546,1,4,5,1,5304,501,99,25275,4,3,4,2,8,7,7,7,7,2,27,No,0
547,1,1,4,7,2642,1396,99,2755,3,3,3,3,1,0,0,0,1,6,10,No,0
548,2,3,4,2,2759,933,57,20366,3,4,3,3,2,2,2,2,6,2,19,Yes,1
549,1,1,4,1,6804,775,47,23683,4,2,3,3,2,2,2,2,3,5,15,No,0
550,2,3,1,5,6142,970,96,7360,3,3,3,3,5,1,4,3,3,2,8,No,0
551,2,3,2,3,2500,650,37,4344,1,3,3,4,4,3,0,2,1,2,9,No,0
552,3,6,4,9,6389,141,44,18767,2,4,3,1,8,3,3,6,9,3,3,No,0
553,2,3,4,5,11103,832,81,20420,4,3,3,2,10,7,1,1,7,1,9,No,0
554,2,3,2,2,2342,804,86,22929,4,2,4,2,4,2,2,3,0,2,2,No,1
555,2,3,4,5,6811,975,55,23398,1,2,3,1,7,6,0,7,8,2,7,No,0
556,1,4,4,7,2297,1090,83,17967,2,3,3,3,2,2,2,2,1,2,10,No,0
557,2,1,4,3,2450,346,86,10919,4,3,3,3,2,2,2,2,2,4,6,No,0
558,2,1,3,5,5093,1225,61,4761,1,3,3,4,1,0,0,0,2,2,2,No,0
559,2,1,3,3,5309,430,80,21146,4,3,3,3,10,8,4,7,1,2,24,No,0
560,2,3,5,2,3057,268,92,20471,3,3,3,1,1,0,0,1,6,0,2,No,1
561,2,1,5,4,5121,167,32,4187,1,3,3,3,0,0,0,0,3,3,8,No,0
562,1,4,3,6,16856,621,31,10084,1,2,3,4,34,6,1,16,1,3,3,No,0
563,2,2,3,2,2686,527,63,5207,4,3,3,2,10,9,7,8,1,2,1,Yes,1
564,1,3,2,1,6180,883,32,22807,4,3,4,2,6,5,1,4,1,5,26,No,0
565,1,5,1,7,6632,954,46,12388,3,1,3,3,8,7,3,1,0,3,2,No,0
566,2,3,2,2,3505,310,79,19630,3,4,3,3,2,2,0,2,1,3,10,No,0
567,1,1,1,1,6397,719,77,10339,3,4,3,3,5,4,1,3,4,2,27,Yes,1
568,1,2,4,1,6274,304,60,18686,4,3,4,3,6,5,1,4,1,5,2,No,0
569,2,3,4,6,19859,725,78,21199,1,3,3,3,5,2,1,4,5,2,2,Yes,1
570,1,1,3,1,7587,1434,76,14229,1,2,3,3,10,7,0,9,1,1,8,No,0
571,2,3,3,2,4258,715,41,26589,4,3,3,3,4,3,1,2,0,3,19,No,0
572,2,1,1,3,4364,575,71,5288,4,1,3,3,2,2,2,0,3,2,1,No,0
573,2,3,4,5,4335,657,66,25549,3,3,3,2,8,7,1,1,4,3,27,No,0
574,1,5,4,1,5326,1146,38,3064,1,2,3,2,4,3,1,2,6,2,8,Yes,0
575,2,1,3,2,3280,182,72,13551,4,4,3,3,4,2,1,3,2,2,1,No,0
576,2,3,3,4,5485,376,95,22670,1,3,3,3,5,3,1,4,9,4,19,No,1
577,1,4,2,1,4342,829,84,24008,4,3,3,3,4,2,1,1,0,3,8,No,0
578,2,1,2,2,2782,571,82,19905,1,3,3,2,5,3,4,3,0,3,10,No,1
579,2,1,3,4,5980,240,75,26085,1,4,3,3,15,7,4,12,6,2,2,No,1
580,2,3,3,2,4381,121,86,7530,1,2,3,3,6,5,1,3,1,3,2,No,0
581,1,1,3,7,2572,384,72,20317,4,3,3,2,3,2,0,2,1,1,8,No,0
582,2,1,4,3,3833,921,38,24375,3,1,4,3,2,2,0,2,3,2,1,No,0
583,2,3,1,5,4244,791,38,9931,2,4,4,3,8,7,3,7,1,2,2,No,0
584,1,1,1,1,6500,1111,93,13305,1,3,3,3,3,2,1,2,5,1,8,No,0
585,2,1,4,6,18430,570,66,16225,4,3,3,2,24,7,14,9,1,4,8,No,0
586,2,1,4,3,1601,1243,63,3445,1,4,4,3,0,0,0,0,1,2,6,Yes,1
587,2,1,4,3,2694,1092,60,26551,2,2,3,3,1,0,0,0,1,4,9,No,0
588,2,1,3,3,3149,1325,82,21821,3,3,4,3,5,2,1,4,8,3,11,No,0
